year,age,population,sex
2006,33,329672,1
2006,33,338819,2
2006,34,327443,1
2006,34,335139,2
2006,35,324033,1
2006,35,332870,2
2006,36,297459,1
2006,36,309386,2
2006,37,302153,1
2006,37,315475,2
2006,38,297262,1
2006,38,313585,2
2006,39,305657,1
2006,39,325094,2
2006,40,301459,1
2006,40,324332,2
2006,41,314552,1
2006,41,340914,2
2006,42,334191,1
2006,42,366383,2
2006,43,342054,1
2006,43,377686,2
2006,44,354247,1
2006,44,392010,2
2006,45,366020,1
2006,45,407570,2
2006,46,347682,1
2006,46,393572,2
2006,47,344094,1
2006,47,391948,2
2006,48,329036,1
2006,48,378938,2
2006,49,324642,1
2006,49,379768,2
2006,50,301879,1
2006,50,357388,2
2006,51,308916,1
2006,51,370353,2
2006,52,280428,1
2006,52,340847,2
2006,53,292365,1
2006,53,358020,2
2006,54,290794,1
2006,54,356897,2
2006,55,284976,1
2006,55,355307,2
2006,56,292758,1
2006,56,372621,2
2006,57,242140,1
2006,57,310852,2
2006,58,212871,1
2006,58,279493,2
2006,59,201326,1
2006,59,272747,2
2006,60,128679,1
2006,60,181682,2
2006,61,148499,1
2006,61,213074,2
2006,62,131715,1
2006,62,192476,2
2006,63,168580,1
2006,63,250445,2
2006,64,218641,1
2006,64,327803,2
2006,65,221796,1
2006,65,338630,2
2006,66,233732,1
2006,66,370506,2
2006,67,240636,1
2006,67,386906,2
2006,68,247300,1
2006,68,394850,2
2006,69,196196,1
2006,69,317065,2
2006,70,161314,1
2006,70,261213,2
2006,71,117689,1
2006,71,193958,2
2006,72,96129,1
2006,72,166327,2
2006,73,115989,1
2006,73,215034,2
2006,74,118155,1
2006,74,217560,2
2006,75,134962,1
2006,75,263387,2
2006,76,112926,1
2006,76,233931,2
2006,77,110515,1
2006,77,240646,2
2006,78,96615,1
2006,78,216815,2
2006,79,77771,1
2006,79,203101,2
2007,0,234110,1
2007,0,222616,2
2007,1,217030,1
2007,1,204542,2
2007,2,217220,1
2007,2,205370,2
2007,3,207221,1
2007,3,196376,2
2007,4,198636,1
2007,4,186589,2
2007,5,190580,1
2007,5,179729,2
2007,6,196068,1
2007,6,185166,2
2007,7,198055,1
2007,7,187915,2
2007,8,209398,1
2007,8,200626,2
2007,9,219169,1
2007,9,208669,2
2007,10,236773,1
2007,10,225390,2
2007,11,246055,1
2007,11,234191,2
2007,12,256145,1
2007,12,243322,2
2007,13,271065,1
2007,13,258226,2
2007,14,292143,1
2007,14,278044,2
2007,15,313624,1
2007,15,298007,2
2007,16,329802,1
2007,16,313591,2
2007,17,345389,1
2007,17,329214,2
2007,18,367741,1
2007,18,351291,2
2007,19,381214,1
2007,19,363550,2
2007,20,403751,1
2007,20,386684,2
2007,21,391485,1
2007,21,376437,2
2007,22,400733,1
2007,22,385126,2
2007,23,408015,1
2007,23,391441,2
2007,24,373616,1
2007,24,356062,2
2007,25,358246,1
2007,25,348870,2
2007,26,365483,1
2007,26,356968,2
2007,27,345387,1
2007,27,338270,2
2007,28,341520,1
2007,28,338252,2
2007,29,329366,1
2007,29,329289,2
2007,30,346061,1
2007,30,346595,2
2007,31,337704,1
2007,31,342130,2
2007,32,328560,1
2007,32,334133,2
2007,33,319305,1
2007,33,326169,2
2007,34,327792,1
2007,34,338180,2
2007,35,325333,1
2007,35,334424,2
2007,36,321977,1
2007,36,332149,2
2007,37,295363,1
2007,37,308700,2
2007,38,299974,1
2007,38,314721,2
2007,39,294945,1
2007,39,312845,2
2007,40,302700,1
2007,40,324206,2
2007,41,298696,1
2007,41,323491,2
2007,42,311328,1
2007,42,339945,2
2007,43,330557,1
2007,43,365201,2
2007,44,338227,1
2007,44,376472,2
2007,45,349753,1
2007,45,390571,2
2007,46,361297,1
2007,46,406083,2
2007,47,342790,1
2007,47,391833,2
2007,48,338921,1
2007,48,390283,2
2007,49,323676,1
2007,49,377214,2
2007,50,318639,1
2007,50,377867,2
2007,51,296351,1
2007,51,355388,2
2007,52,302774,1
2007,52,368123,2
2007,53,274555,1
2007,53,338724,2
2007,54,285948,1
2007,54,355575,2
2007,55,283785,1
2007,55,354108,2
2007,56,277998,1
2007,56,352197,2
2007,57,285041,1
2007,57,369121,2
2007,58,235452,1
2007,58,307891,2
2007,59,206696,1
2007,59,276530,2
2007,60,194916,1
2007,60,269535,2
2007,61,124158,1
2007,61,179491,2
2007,62,142889,1
2007,62,210081,2
2007,63,126373,1
2007,63,189492,2
2007,64,161511,1
2007,64,246257,2
2007,65,209545,1
2007,65,322285,2
2007,66,211809,1
2007,66,332168,2
2007,67,222386,1
2007,67,362831,2
2007,68,227967,1
2007,68,378046,2
2007,69,233699,1
2007,69,384894,2
2007,70,184848,1
2007,70,307741,2
2007,71,151097,1
2007,71,252742,2
2007,72,109823,1
2007,72,186987,2
2007,73,89100,1
2007,73,159842,2
2007,74,106914,1
2007,74,205671,2
2007,75,108660,1
2007,75,207164,2
2007,76,123539,1
2007,76,249873,2
2007,77,102039,1
2007,77,219781,2
2007,78,99248,1
2007,78,224997,2
2007,79,86204,1
2007,79,201054,2
2008,0,240718,1
2008,0,227641,2
2008,1,233499,1
2008,1,222135,2
2008,2,216802,1
2008,2,204352,2
2008,3,217094,1
2008,3,205280,2
2008,4,207108,1
2008,4,196317,2
2008,5,198521,1
2008,5,186528,2
2008,6,190505,1
2008,6,179651,2
2008,7,195996,1
2008,7,185146,2
2008,8,197945,1
2008,8,187852,2
2008,9,209301,1
2008,9,200550,2
2008,10,219053,1
2008,10,208594,2
2008,11,236681,1
2008,11,225359,2
2008,12,245976,1
2008,12,234117,2
2008,13,256050,1
2008,13,243268,2
2008,14,270895,1
2008,14,258157,2
2008,15,291958,1
2008,15,277914,2
2008,16,313459,1
2008,16,297925,2
2008,17,329736,1
2008,17,313604,2
2008,18,345507,1
2008,18,329277,2
2008,19,367885,1
2008,19,351268,2
2008,20,380988,1
2008,20,363454,2
2008,21,403371,1
2008,21,386493,2
2008,22,390903,1
2008,22,376227,2
2008,23,400080,1
2008,23,384838,2
2008,24,407146,1
2008,24,391037,2
2008,25,372624,1
2008,25,355672,2
2008,26,357352,1
2008,26,348506,2
2008,27,364315,1
2008,27,356487,2
2008,28,343986,1
2008,28,337794,2
2008,29,340018,1
2008,29,337708,2
2008,30,327655,1
2008,30,328740,2
2008,31,344455,1
2008,31,345935,2
2008,32,335710,1
2008,32,341417,2
2008,33,326519,1
2008,33,333520,2
2008,34,317336,1
2008,34,325521,2
2008,35,325596,1
2008,35,337412,2
2008,36,323144,1
2008,36,333726,2
2008,37,319619,1
2008,37,331439,2
2008,38,293124,1
2008,38,307906,2
2008,39,297518,1
2008,39,313867,2
2008,40,291936,1
2008,40,311804,2
2008,41,299775,1
2008,41,323255,2
2008,42,295551,1
2008,42,322493,2
2008,43,307791,1
2008,43,338810,2
2008,44,326641,1
2008,44,363933,2
2008,45,333617,1
2008,45,375043,2
2008,46,345185,1
2008,46,388976,2
2008,47,356070,1
2008,47,404396,2
2008,48,337389,1
2008,48,390025,2
2008,49,333317,1
2008,49,388350,2
2008,50,317325,1
2008,50,375178,2
2008,51,312950,1
2008,51,375731,2
2008,52,290304,1
2008,52,353271,2
2008,53,296220,1
2008,53,365634,2
2008,54,268410,1
2008,54,336376,2
2008,55,278847,1
2008,55,352868,2
2008,56,276668,1
2008,56,351064,2
2008,57,270678,1
2008,57,349062,2
2008,58,276988,1
2008,58,365390,2
2008,59,228713,1
2008,59,304709,2
2008,60,199967,1
2008,60,273349,2
2008,61,187878,1
2008,61,266310,2
2008,62,119641,1
2008,62,177100,2
2008,63,137220,1
2008,63,206975,2
2008,64,121227,1
2008,64,186413,2
2008,65,154184,1
2008,65,242026,2
2008,66,200208,1
2008,66,316504,2
2008,67,201726,1
2008,67,325441,2
2008,68,210942,1
2008,68,354691,2
2008,69,215475,1
2008,69,368695,2
2008,70,220081,1
2008,70,374279,2
2008,71,173528,1
2008,71,298133,2
2008,72,141138,1
2008,72,243880,2
2008,73,101995,1
2008,73,179778,2
2008,74,82329,1
2008,74,152942,2
2008,75,98372,1
2008,75,196131,2
2008,76,99498,1
2008,76,196463,2
2008,77,112306,1
2008,77,235830,2
2008,78,91398,1
2008,78,205309,2
2008,79,88373,1
2008,79,209026,2
2009,0,261138,1
2009,0,245204,2
2009,1,240239,1
2009,1,227251,2
2009,2,233320,1
2009,2,222023,2
2009,3,216723,1
2009,3,204291,2
2009,4,217048,1
2009,4,205238,2
2009,5,207060,1
2009,5,196298,2
2009,6,198498,1
2009,6,186482,2
2009,7,190483,1
2009,7,179616,2
2009,8,195951,1
2009,8,185102,2
2009,9,197910,1
2009,9,187829,2
2009,10,209246,1
2009,10,200512,2
2009,11,219022,1
2009,11,208561,2
2009,12,236647,1
2009,12,225326,2
2009,13,245907,1
2009,13,234075,2
2009,14,255970,1
2009,14,243218,2
2009,15,270771,1
2009,15,258063,2
2009,16,291869,1
2009,16,277922,2
2009,17,313484,1
2009,17,297980,2
2009,18,329868,1
2009,18,313700,2
2009,19,345414,1
2009,19,329343,2
2009,20,367696,1
2009,20,351174,2
2009,21,380421,1
2009,21,363306,2
2009,22,402748,1
2009,22,386261,2
2009,23,390167,1
2009,23,376002,2
2009,24,399171,1
2009,24,384548,2
2009,25,406087,1
2009,25,390658,2
2009,26,371541,1
2009,26,355315,2
2009,27,356152,1
2009,27,348083,2
2009,28,362965,1
2009,28,355992,2
2009,29,342512,1
2009,29,337282,2
2009,30,338302,1
2009,30,337118,2
2009,31,325941,1
2009,31,328136,2
2009,32,342498,1
2009,32,345266,2
2009,33,333578,1
2009,33,340636,2
2009,34,324286,1
2009,34,332859,2
2009,35,315007,1
2009,35,324760,2
2009,36,323346,1
2009,36,336640,2
2009,37,320724,1
2009,37,332936,2
2009,38,317153,1
2009,38,330585,2
2009,39,290627,1
2009,39,307045,2
2009,40,294604,1
2009,40,312946,2
2009,41,289015,1
2009,41,310894,2
2009,42,296643,1
2009,42,322177,2
2009,43,292093,1
2009,43,321400,2
2009,44,304116,1
2009,44,337616,2
2009,45,322371,1
2009,45,362581,2
2009,46,329125,1
2009,46,373547,2
2009,47,340224,1
2009,47,387342,2
2009,48,350740,1
2009,48,402611,2
2009,49,332035,1
2009,49,388134,2
2009,50,327168,1
2009,50,386283,2
2009,51,311300,1
2009,51,373106,2
2009,52,306670,1
2009,52,373482,2
2009,53,284117,1
2009,53,351171,2
2009,54,289551,1
2009,54,363198,2
2009,55,261999,1
2009,55,333894,2
2009,56,271971,1
2009,56,349936,2
2009,57,269374,1
2009,57,347896,2
2009,58,263244,1
2009,58,345825,2
2009,59,268949,1
2009,59,361528,2
2009,60,221494,1
2009,60,301340,2
2009,61,193067,1
2009,61,270040,2
2009,62,181158,1
2009,62,262922,2
2009,63,115098,1
2009,63,174553,2
2009,64,131549,1
2009,64,203760,2
2009,65,115970,1
2009,65,183235,2
2009,66,147123,1
2009,66,237608,2
2009,67,191006,1
2009,67,310484,2
2009,68,191873,1
2009,68,318547,2
2009,69,199673,1
2009,69,346068,2
2009,70,203162,1
2009,70,358742,2
2009,71,206413,1
2009,71,362929,2
2009,72,162323,1
2009,72,288143,2
2009,73,131170,1
2009,73,234640,2
2009,74,94503,1
2009,74,172021,2
2009,75,75706,1
2009,75,145828,2
2009,76,90008,1
2009,76,186308,2
2009,77,90484,1
2009,77,185271,2
2009,78,101542,1
2009,78,221483,2
2009,79,81584,1
2009,79,190449,2
2010,0,262597,1
2010,0,245947,2
2010,1,260723,1
2010,1,244938,2
2010,2,240097,1
2010,2,227149,2
2010,3,233259,1
2010,3,221974,2
2010,4,216676,1
2010,4,204230,2
2010,5,217009,1
2010,5,205209,2
2010,6,207010,1
2010,6,196298,2
2010,7,198442,1
2010,7,186465,2
2010,8,190440,1
2010,8,179582,2
2010,9,195910,1
2010,9,185094,2
2010,10,197860,1
2010,10,187794,2
2010,11,209214,1
2010,11,200479,2
2010,12,218977,1
2010,12,208490,2
2010,13,236588,1
2010,13,225284,2
2010,14,245807,1
2010,14,234018,2
2010,15,255861,1
2010,15,243168,2
2010,16,270710,1
2010,16,258045,2
2010,17,291807,1
2010,17,277975,2
2010,18,313419,1
2010,18,297996,2
2010,19,329649,1
2010,19,313673,2
2010,20,345022,1
2010,20,329277,2
2010,21,367163,1
2010,21,351038,2
2010,22,379818,1
2010,22,363145,2
2010,23,402037,1
2010,23,386098,2
2010,24,389456,1
2010,24,375761,2
2010,25,398324,1
2010,25,384282,2
2010,26,405079,1
2010,26,390373,2
2010,27,370536,1
2010,27,355010,2
2010,28,355053,1
2010,28,347710,2
2010,29,361814,1
2010,29,355547,2
2010,30,341131,1
2010,30,336756,2
2010,31,336872,1
2010,31,336573,2
2010,32,324375,1
2010,32,327550,2
2010,33,340843,1
2010,33,344686,2
2010,34,331881,1
2010,34,340039,2
2010,35,322411,1
2010,35,332233,2
2010,36,313290,1
2010,36,324095,2
2010,37,321350,1
2010,37,335965,2
2010,38,318746,1
2010,38,332217,2
2010,39,315135,1
2010,39,329898,2
2010,40,288582,1
2010,40,306336,2
2010,41,292320,1
2010,41,312085,2
2010,42,286721,1
2010,42,309991,2
2010,43,294074,1
2010,43,321304,2
2010,44,289401,1
2010,44,320454,2
2010,45,300964,1
2010,45,336463,2
2010,46,319019,1
2010,46,361302,2
2010,47,325506,1
2010,47,372183,2
2010,48,336143,1
2010,48,385909,2
2010,49,346272,1
2010,49,401020,2
2010,50,327278,1
2010,50,386313,2
2010,51,322286,1
2010,51,384399,2
2010,52,306220,1
2010,52,371174,2
2010,53,301349,1
2010,53,371348,2
2010,54,278978,1
2010,54,349145,2
2010,55,283576,1
2010,55,360845,2
2010,56,256419,1
2010,56,331385,2
2010,57,265684,1
2010,57,347184,2
2010,58,262783,1
2010,58,345012,2
2010,59,256666,1
2010,59,342610,2
2010,60,261177,1
2010,60,357751,2
2010,61,214581,1
2010,61,298035,2
2010,62,186702,1
2010,62,266854,2
2010,63,174830,1
2010,63,259514,2
2010,64,111001,1
2010,64,172130,2
2010,65,126064,1
2010,65,200403,2
2010,66,110976,1
2010,66,180019,2
2010,67,140355,1
2010,67,233091,2
2010,68,182156,1
2010,68,304231,2
2010,69,182465,1
2010,69,311326,2
2010,70,188631,1
2010,70,337232,2
2010,71,191133,1
2010,71,348467,2
2010,72,193344,1
2010,72,351191,2
2010,73,151783,1
2010,73,277696,2
2010,74,121778,1
2010,74,224844,2
2010,75,87196,1
2010,75,164368,2
2010,76,69439,1
2010,76,138549,2
2010,77,81976,1
2010,77,175975,2
2010,78,81965,1
2010,78,173906,2
2010,79,91499,1
2010,79,206655,2
2011,0,254668,1
2011,0,239343,2
2011,1,262195,1
2011,1,245647,2
2011,2,260595,1
2011,2,244842,2
2011,3,240019,1
2011,3,227100,2
2011,4,233199,1
2011,4,221955,2
2011,5,216641,1
2011,5,204213,2
2011,6,216979,1
2011,6,205208,2
2011,7,206982,1
2011,7,196296,2
2011,8,198415,1
2011,8,186452,2
2011,9,190383,1
2011,9,179567,2
2011,10,195892,1
2011,10,185085,2
2011,11,197828,1
2011,11,187763,2
2011,12,209164,1
2011,12,200467,2
2011,13,218915,1
2011,13,208432,2
2011,14,236498,1
2011,14,225247,2
2011,15,245711,1
2011,15,233968,2
2011,16,255780,1
2011,16,243148,2
2011,17,270626,1
2011,17,258058,2
2011,18,291664,1
2011,18,277955,2
2011,19,313210,1
2011,19,297972,2
2011,20,329341,1
2011,20,313643,2
2011,21,344621,1
2011,21,329250,2
2011,22,366732,1
2011,22,350988,2
2011,23,379253,1
2011,23,363074,2
2011,24,401441,1
2011,24,386012,2
2011,25,388785,1
2011,25,375664,2
2011,26,397609,1
2011,26,384146,2
2011,27,404234,1
2011,27,390130,2
2011,28,369661,1
2011,28,354709,2
2011,29,354050,1
2011,29,347384,2
2011,30,360678,1
2011,30,355143,2
2011,31,339924,1
2011,31,336321,2
2011,32,335484,1
2011,32,336065,2
2011,33,322960,1
2011,33,327014,2
2011,34,339356,1
2011,34,344168,2
2011,35,330174,1
2011,35,339520,2
2011,36,320781,1
2011,36,331626,2
2011,37,311594,1
2011,37,323518,2
2011,38,319614,1
2011,38,335292,2
2011,39,316976,1
2011,39,331526,2
2011,40,313151,1
2011,40,329210,2
2011,41,286624,1
2011,41,305616,2
2011,42,290187,1
2011,42,311271,2
2011,43,284495,1
2011,43,309115,2
2011,44,291731,1
2011,44,320455,2
2011,45,286909,1
2011,45,319585,2
2011,46,298227,1
2011,46,335492,2
2011,47,315767,1
2011,47,360104,2
2011,48,322001,1
2011,48,370919,2
2011,49,332365,1
2011,49,384486,2
2011,50,341983,1
2011,50,399414,2
2011,51,322834,1
2011,51,384708,2
2011,52,317603,1
2011,52,382639,2
2011,53,301444,1
2011,53,369229,2
2011,54,296376,1
2011,54,369351,2
2011,55,273876,1
2011,55,347101,2
2011,56,278064,1
2011,56,358427,2
2011,57,250908,1
2011,57,329004,2
2011,58,259681,1
2011,58,344428,2
2011,59,256392,1
2011,59,342033,2
2011,60,249808,1
2011,60,339321,2
2011,61,253212,1
2011,61,353956,2
2011,62,207853,1
2011,62,294567,2
2011,63,180419,1
2011,63,263423,2
2011,64,168706,1
2011,64,255945,2
2011,65,106803,1
2011,65,169553,2
2011,66,120719,1
2011,66,196809,2
2011,67,106079,1
2011,67,176524,2
2011,68,133802,1
2011,68,228164,2
2011,69,173145,1
2011,69,297587,2
2011,70,172819,1
2011,70,303477,2
2011,71,177589,1
2011,71,327569,2
2011,72,179247,1
2011,72,337296,2
2011,73,180352,1
2011,73,338607,2
2011,74,140884,1
2011,74,266577,2
2011,75,112191,1
2011,75,214425,2
2011,76,79816,1
2011,76,156042,2
2011,77,63313,1
2011,77,130785,2
2011,78,74144,1
2011,78,164903,2
2011,79,73477,1
2011,79,162156,2
2012,0,257319,1
2012,0,241656,2
2012,1,254290,1
2012,1,239066,2
2012,2,262074,1
2012,2,245582,2
2012,3,260546,1
2012,3,244779,2
2012,4,239939,1
2012,4,227066,2
2012,5,233149,1
2012,5,221946,2
2012,6,216621,1
2012,6,204201,2
2012,7,216936,1
2012,7,205168,2
2012,8,206936,1
2012,8,196289,2
2012,9,198393,1
2012,9,186452,2
2012,10,190334,1
2012,10,179530,2
2012,11,195858,1
2012,11,185080,2
2012,12,197795,1
2012,12,187741,2
2012,13,209116,1
2012,13,200455,2
2012,14,218826,1
2012,14,208388,2
2012,15,236412,1
2012,15,225189,2
2012,16,245609,1
2012,16,234009,2
2012,17,255703,1
2012,17,243185,2
2012,18,270496,1
2012,18,258075,2
2012,19,291498,1
2012,19,277969,2
2012,20,312967,1
2012,20,297944,2
2012,21,329008,1
2012,21,313646,2
2012,22,344178,1
2012,22,329231,2
2012,23,366202,1
2012,23,350939,2
2012,24,378657,1
2012,24,363051,2
2012,25,400760,1
2012,25,385941,2
2012,26,388094,1
2012,26,375600,2
2012,27,396835,1
2012,27,383957,2
2012,28,403379,1
2012,28,389940,2
2012,29,368762,1
2012,29,354493,2
2012,30,353100,1
2012,30,347076,2
2012,31,359661,1
2012,31,354788,2
2012,32,338721,1
2012,32,335876,2
2012,33,334152,1
2012,33,335636,2
2012,34,321616,1
2012,34,326577,2
2012,35,337814,1
2012,35,343611,2
2012,36,328526,1
2012,36,338982,2
2012,37,319069,1
2012,37,331018,2
2012,38,309961,1
2012,38,322898,2
2012,39,317870,1
2012,39,334662,2
2012,40,315131,1
2012,40,330855,2
2012,41,311217,1
2012,41,328456,2
2012,42,284671,1
2012,42,304963,2
2012,43,288184,1
2012,43,310541,2
2012,44,282238,1
2012,44,308307,2
2012,45,289325,1
2012,45,319650,2
2012,46,284526,1
2012,46,318665,2
2012,47,295373,1
2012,47,334480,2
2012,48,312563,1
2012,48,358933,2
2012,49,318620,1
2012,49,369642,2
2012,50,328499,1
2012,50,383002,2
2012,51,337729,1
2012,51,397779,2
2012,52,318278,1
2012,52,382989,2
2012,53,312857,1
2012,53,380826,2
2012,54,296711,1
2012,54,367328,2
2012,55,291393,1
2012,55,367402,2
2012,56,268657,1
2012,56,345056,2
2012,57,272406,1
2012,57,355974,2
2012,58,245472,1
2012,58,326464,2
2012,59,253626,1
2012,59,341683,2
2012,60,249987,1
2012,60,338987,2
2012,61,242894,1
2012,61,336014,2
2012,62,245521,1
2012,62,349845,2
2012,63,201110,1
2012,63,290886,2
2012,64,174256,1
2012,64,259997,2
2012,65,162669,1
2012,65,252157,2
2012,66,102762,1
2012,66,166960,2
2012,67,115528,1
2012,67,193284,2
2012,68,101286,1
2012,68,173014,2
2012,69,127251,1
2012,69,223259,2
2012,70,164535,1
2012,70,290769,2
2012,71,163483,1
2012,71,295455,2
2012,72,166737,1
2012,72,317885,2
2012,73,167711,1
2012,73,326236,2
2012,74,167861,1
2012,74,325966,2
2012,75,130738,1
2012,75,255213,2
2012,76,103312,1
2012,76,204152,2
2012,77,72882,1
2012,77,147673,2
2012,78,57494,1
2012,78,123047,2
2012,79,66933,1
2012,79,153951,2
2013,0,266820,1
2013,0,250481,2
2013,1,256967,1
2013,1,241404,2
2013,2,254237,1
2013,2,239007,2
2013,3,262034,1
2013,3,245566,2
2013,4,260473,1
2013,4,244798,2
2013,5,239901,1
2013,5,227055,2
2013,6,233152,1
2013,6,221913,2
2013,7,216603,1
2013,7,204225,2
2013,8,216915,1
2013,8,205192,2
2013,9,206934,1
2013,9,196268,2
2013,10,198396,1
2013,10,186444,2
2013,11,190341,1
2013,11,179524,2
2013,12,195851,1
2013,12,185083,2
2013,13,197747,1
2013,13,187721,2
2013,14,209108,1
2013,14,200438,2
2013,15,218770,1
2013,15,208355,2
2013,16,236427,1
2013,16,225219,2
2013,17,246690,1
2013,17,234332,2
2013,18,258319,1
2013,18,244076,2
2013,19,273728,1
2013,19,259220,2
2013,20,294729,1
2013,20,279194,2
2013,21,315818,1
2013,21,299083,2
2013,22,331707,1
2013,22,314764,2
2013,23,346660,1
2013,23,330232,2
2013,24,368187,1
2013,24,351783,2
2013,25,379888,1
2013,25,363524,2
2013,26,401430,1
2013,26,386262,2
2013,27,388434,1
2013,27,375765,2
2013,28,396799,1
2013,28,383941,2
2013,29,403121,1
2013,29,389828,2
2013,30,368335,1
2013,30,354370,2
2013,31,352408,1
2013,31,346882,2
2013,32,358804,1
2013,32,354497,2
2013,33,337551,1
2013,33,335543,2
2013,34,332918,1
2013,34,335290,2
2013,35,320239,1
2013,35,326133,2
2013,36,336490,1
2013,36,343172,2
2013,37,326979,1
2013,37,338471,2
2013,38,317427,1
2013,38,330461,2
2013,39,308373,1
2013,39,322356,2
2013,40,316163,1
2013,40,334019,2
2013,41,313265,1
2013,41,330200,2
2013,42,309358,1
2013,42,327734,2
2013,43,282691,1
2013,43,304269,2
2013,44,286112,1
2013,44,309733,2
2013,45,279935,1
2013,45,307459,2
2013,46,286933,1
2013,46,318761,2
2013,47,282031,1
2013,47,317800,2
2013,48,292455,1
2013,48,333441,2
2013,49,309205,1
2013,49,357747,2
2013,50,314830,1
2013,50,368347,2
2013,51,324488,1
2013,51,381487,2
2013,52,333299,1
2013,52,396061,2
2013,53,313693,1
2013,53,381217,2
2013,54,308008,1
2013,54,378939,2
2013,55,291432,1
2013,55,365271,2
2013,56,286074,1
2013,56,365189,2
2013,57,263232,1
2013,57,342681,2
2013,58,266584,1
2013,58,353371,2
2013,59,239708,1
2013,59,323827,2
2013,60,246942,1
2013,60,338670,2
2013,61,242998,1
2013,61,335628,2
2013,62,235748,1
2013,62,332377,2
2013,63,237454,1
2013,63,345616,2
2013,64,194243,1
2013,64,287067,2
2013,65,167930,1
2013,65,256176,2
2013,66,156344,1
2013,66,248269,2
2013,67,98619,1
2013,67,164270,2
2013,68,110139,1
2013,68,189500,2
2013,69,96350,1
2013,69,169271,2
2013,70,120662,1
2013,70,217977,2
2013,71,155644,1
2013,71,283565,2
2013,72,154157,1
2013,72,287070,2
2013,73,156121,1
2013,73,307428,2
2013,74,156133,1
2013,74,314494,2
2013,75,155497,1
2013,75,312567,2
2013,76,120691,1
2013,76,243573,2
2013,77,94595,1
2013,77,193575,2
2013,78,66382,1
2013,78,139130,2
2013,79,52039,1
2013,79,114835,2
2014,0,257889,1
2014,0,242595,2
2014,1,266548,1
2014,1,250262,2
2014,2,256882,1
2014,2,241358,2
2014,3,254179,1
2014,3,239007,2
2014,4,262046,1
2014,4,245549,2
2014,5,260462,1
2014,5,244798,2
2014,6,239891,1
2014,6,227076,2
2014,7,233152,1
2014,7,221908,2
2014,8,216593,1
2014,8,204219,2
2014,9,216904,1
2014,9,205203,2
2014,10,206907,1
2014,10,196256,2
2014,11,198396,1
2014,11,186433,2
2014,12,190331,1
2014,12,179533,2
2014,13,195817,1
2014,13,185068,2
2014,14,197721,1
2014,14,187706,2
2014,15,209022,1
2014,15,200377,2
2014,16,218749,1
2014,16,208363,2
2014,17,237163,1
2014,17,225503,2
2014,18,248512,1
2014,18,234992,2
2014,19,260300,1
2014,19,244829,2
2014,20,275158,1
2014,20,259828,2
2014,21,295535,1
2014,21,279555,2
2014,22,316052,1
2014,22,299294,2
2014,23,331823,1
2014,23,314809,2
2014,24,346383,1
2014,24,330201,2
2014,25,367417,1
2014,25,351690,2
2014,26,379178,1
2014,26,363496,2
2014,27,400805,1
2014,27,386173,2
2014,28,387768,1
2014,28,375639,2
2014,29,396090,1
2014,29,383828,2
2014,30,402193,1
2014,30,389522,2
2014,31,367334,1
2014,31,354149,2
2014,32,351448,1
2014,32,346607,2
2014,33,357498,1
2014,33,354131,2
2014,34,336227,1
2014,34,335077,2
2014,35,331379,1
2014,35,334836,2
2014,36,318698,1
2014,36,325671,2
2014,37,334800,1
2014,37,342586,2
2014,38,325320,1
2014,38,337837,2
2014,39,315641,1
2014,39,329838,2
2014,40,306580,1
2014,40,321720,2
2014,41,314187,1
2014,41,333319,2
2014,42,311296,1
2014,42,329483,2
2014,43,307257,1
2014,43,326882,2
2014,44,280695,1
2014,44,303490,2
2014,45,283837,1
2014,45,308843,2
2014,46,277439,1
2014,46,306551,2
2014,47,284282,1
2014,47,317791,2
2014,48,279313,1
2014,48,316724,2
2014,49,289351,1
2014,49,332293,2
2014,50,305482,1
2014,50,356388,2
2014,51,310828,1
2014,51,366938,2
2014,52,320129,1
2014,52,379838,2
2014,53,328553,1
2014,53,394277,2
2014,54,308694,1
2014,54,379285,2
2014,55,302632,1
2014,55,376887,2
2014,56,285917,1
2014,56,363106,2
2014,57,280605,1
2014,57,362732,2
2014,58,257708,1
2014,58,340178,2
2014,59,260524,1
2014,59,350555,2
2014,60,233650,1
2014,60,320914,2
2014,61,239926,1
2014,61,335402,2
2014,62,235560,1
2014,62,331975,2
2014,63,228245,1
2014,63,328518,2
2014,64,229076,1
2014,64,341195,2
2014,65,187222,1
2014,65,282891,2
2014,66,161457,1
2014,66,252173,2
2014,67,149948,1
2014,67,244150,2
2014,68,94415,1
2014,68,161332,2
2014,69,104710,1
2014,69,185444,2
2014,70,91375,1
2014,70,165214,2
2014,71,113936,1
2014,71,212300,2
2014,72,146984,1
2014,72,275697,2
2014,73,145047,1
2014,73,278018,2
2014,74,145579,1
2014,74,296706,2
2014,75,144735,1
2014,75,301924,2
2014,76,143457,1
2014,76,298210,2
2014,77,110720,1
2014,77,231267,2
2014,78,86018,1
2014,78,182262,2
2014,79,60132,1
2014,79,130269,2
2015,0,238366,1
2015,0,224682,2
2015,1,242999,1
2015,1,228668,2
2015,2,251352,1
2015,2,236137,2
2015,3,242605,1
2015,3,228069,2
2015,4,239837,1
2015,4,225929,2
2015,5,247710,1
2015,5,232129,2
2015,6,246323,1
2015,6,231388,2
2015,7,226701,1
2015,7,214581,2
2015,8,221015,1
2015,8,210073,2
2015,9,205474,1
2015,9,193518,2
2015,10,205524,1
2015,10,194633,2
2015,11,196157,1
2015,11,186007,2
2015,12,188441,1
